ConceptuallyRelatedTo	دخترباز	دختر/n
ConceptuallyRelatedTo	روان_پزشک	روان/n
DerivedFrom	اعتراضنامه	نامه/n
ConceptuallyRelatedTo	عصبی	عصب/n
Synonym	کوچه	زقاق/n
ConceptuallyRelatedTo	منزلگاه	منزل/n
ConceptuallyRelatedTo	چکى	چک/n
ConceptuallyRelatedTo	یخچال	یخ/n
ConceptuallyRelatedTo	یخچال	چال/n
ConceptuallyRelatedTo	تاجیکی	تاجیک/n
ConceptuallyRelatedTo	تاجیکی	تاجیکستان
ConceptuallyRelatedTo	سپاسگزار	سپاس/n
ConceptuallyRelatedTo	کارت_اعتباری	کارت/n
Synonym	دموکراسی	مردم‌سالاری/n
ConceptuallyRelatedTo	مکانیکی	مکانیک/n
ConceptuallyRelatedTo	مبله	مبل/n
ConceptuallyRelatedTo	تاجیکستان	تاجیک/n
ConceptuallyRelatedTo	تاجیکستان	ستان
ConceptuallyRelatedTo	تاریکی	تاریک/a
ConceptuallyRelatedTo	کوهستان	کوه/n
ConceptuallyRelatedTo	کوهستان	ستان
DerivedFrom	درک_کردن	کردن/v
DerivedFrom	درک_کردن	درک/a
ConceptuallyRelatedTo	زبان	زبان‌شناسی/n
ConceptuallyRelatedTo	دادستان	ستان
ConceptuallyRelatedTo	نمایشگاه	نمایش/n
ConceptuallyRelatedTo	پرنده‌شناسی	پرنده/n
DerivedFrom	سفر_کردن	کردن/v
ConceptuallyRelatedTo	سفر_کردن	سفر/n
ConceptuallyRelatedTo	دیوسان	دیو/n
DerivedFrom	کیسه_هوا	کیسه/n
ConceptuallyRelatedTo	کره	کره‌ای/n
ConceptuallyRelatedTo	کره	کره‌ای/a
ConceptuallyRelatedTo	کرم	کرم_ابریشم/n
ConceptuallyRelatedTo	کرم	کرم_کتاب/n
DerivedFrom	لنگرگاه	گاه/n
DerivedFrom	لنگرگاه	لنگر/n
DerivedFrom	صابرآباد	آباد/n
ConceptuallyRelatedTo	مردم_‌دوستی	مردم/n
ConceptuallyRelatedTo	اسلامی	جمهوری_اسلامی_ایران
ConceptuallyRelatedTo	حربی	حرب/n
ConceptuallyRelatedTo	بی‌کار	بی‌کاری/n
ConceptuallyRelatedTo	الشهید	شهید/n
ConceptuallyRelatedTo	درد	دست_شما_درد_نکنه
ConceptuallyRelatedTo	زخمی_شدن	زخم/n
ConceptuallyRelatedTo	فرنگی	توت_فرنگی/n
ConceptuallyRelatedTo	سریالی	سریال/n
DerivedFrom	صندوقدار	صندوق/n
ConceptuallyRelatedTo	صندوقدار	دار/n
DerivedFrom	ثابت_کردن	کردن/v
DerivedFrom	کم‌خونی	کم/a
Synonym	هیرکده	آتشکده/n
ConceptuallyRelatedTo	اسپانیایی	اسپانیولی/n
ConceptuallyRelatedTo	اسپانیایی	اسپانیا
Synonym	دگمه	تکمه/n
DerivedFrom	فیروزآباد	آباد/n
ConceptuallyRelatedTo	جمهوری_اسلامی_ایران	اسلامی/a
DerivedFrom	تبریک_گفتن	تبریک/i
ConceptuallyRelatedTo	آخرین	اخیرا/r
ConceptuallyRelatedTo	آخرین	آخر/n
ConceptuallyRelatedTo	ارغوان	ارغوانی/a
ConceptuallyRelatedTo	هفت‌سین	هفت
ConceptuallyRelatedTo	دیپلمات	دیپلماسی/n
ConceptuallyRelatedTo	مهبل	مهبلی/a
ConceptuallyRelatedTo	امپراتوری	امپراتور/n
ConceptuallyRelatedTo	لرستان	ستان
ConceptuallyRelatedTo	مالی	مال/n
ConceptuallyRelatedTo	آمریکایی	آمریکا
ConceptuallyRelatedTo	آزموده	آزمودگی/n
ConceptuallyRelatedTo	آزموده	آزمایش/n
ConceptuallyRelatedTo	آزموده	آزمودن/v
DerivedFrom	راه_رفتن	رفتن/v
ConceptuallyRelatedTo	راه_رفتن	راه/n
ConceptuallyRelatedTo	سکس	سکسی/a
ConceptuallyRelatedTo	تخت	تخت_طاووس
ConceptuallyRelatedTo	هر	توانا_بود_هر_که_دانا_بود
ConceptuallyRelatedTo	زبان_عربی	عربستان_سعودی
ConceptuallyRelatedTo	زبان_عربی	عربی/a
ConceptuallyRelatedTo	پشیمانی	پشیمان/a
ConceptuallyRelatedTo	ژاپنی	ژاپن
ConceptuallyRelatedTo	آلمان	آلمانی/a
ConceptuallyRelatedTo	آرامش	آرام/n
ConceptuallyRelatedTo	آتش	آتشکده/n
ConceptuallyRelatedTo	قالین	گلیم/n
DerivedFrom	نامهیا	نامه/n
Synonym	عادل	دادگر/a
ConceptuallyRelatedTo	پشمینه	پشم/n
ConceptuallyRelatedTo	ویروس	ویروسی/a
ConceptuallyRelatedTo	متاسفانه	متاسف/a
ConceptuallyRelatedTo	انقلاب_اسلامی	انقلاب/n
ConceptuallyRelatedTo	رئیس	ریاست/n
DerivedFrom	صفحه‌کلید	کلید/n
ConceptuallyRelatedTo	پر	پری/n
ConceptuallyRelatedTo	قانونی	قانون/n
ConceptuallyRelatedTo	ارزانی	ارزان/a
ConceptuallyRelatedTo	مهاجرت	مهاجر/n
DerivedFrom	اتو_کردن	کردن/v
ConceptuallyRelatedTo	ها	ان
ConceptuallyRelatedTo	کویتی	کویت
ConceptuallyRelatedTo	کرم_خورده	کرم/n
ConceptuallyRelatedTo	زور	زورخانه/n
ConceptuallyRelatedTo	یخ	یخی/a
ConceptuallyRelatedTo	کاشف	کشف/n
DerivedFrom	کمرنگ	کم/a
ConceptuallyRelatedTo	سر_درد	سر/n
ConceptuallyRelatedTo	میانجی	میانجیگری/n
ConceptuallyRelatedTo	آب_بینی	آب/n
ConceptuallyRelatedTo	شیطان	شیطانی/n
DerivedFrom	کارگاه	گاه/n
ConceptuallyRelatedTo	خواهرانه	خواهر/n
ConceptuallyRelatedTo	ذبح_کردن	ذبح/n
ConceptuallyRelatedTo	و	والله/i
DerivedFrom	مچ_پا	مچ/n
ConceptuallyRelatedTo	کریسمس_مبارک	کریسمس
ConceptuallyRelatedTo	فرهنگ	فرهنگستان/n
ConceptuallyRelatedTo	مجازات_مرگ	مجازات/n
ConceptuallyRelatedTo	تک‌شاخ	شاخ/n
ConceptuallyRelatedTo	اقیانوس	اقیانوسی/a
DerivedFrom	عالی‌قاپو	قاپو/n
ConceptuallyRelatedTo	اسلام	اسلامی/a
ConceptuallyRelatedTo	دختری	دختر/n
ConceptuallyRelatedTo	عدس	عدسی/n
ConceptuallyRelatedTo	آزمایش	آزموده/a
ConceptuallyRelatedTo	آزمایش	آزمودگی/n
ConceptuallyRelatedTo	آزمایش	آزمودن/v
ConceptuallyRelatedTo	لهستان	لهستانی/n
ConceptuallyRelatedTo	لهستان	ستان
ConceptuallyRelatedTo	بوسه	بوس/n
ConceptuallyRelatedTo	ارائه_دادن	ارائه/n
ConceptuallyRelatedTo	مسیح	مسیحیت/n
ConceptuallyRelatedTo	طلاقت	طلاق/n
ConceptuallyRelatedTo	ساختن	ساختمان/n
ConceptuallyRelatedTo	فرنگستان	ستان
Synonym	شاش	پیشاب/n
ConceptuallyRelatedTo	شاش	شاشیدن/v
Synonym	پاییز	خزان/n
ConceptuallyRelatedTo	عید_فطر	عید/n
ConceptuallyRelatedTo	توریست	توریستی/a
ConceptuallyRelatedTo	دست	دستبند/n
ConceptuallyRelatedTo	دست	دست_شما_درد_نکنه
DerivedFrom	مهشید	مه/n
Synonym	آگاهی	ویستا/n
DerivedFrom	بلند_کردن	کردن/v
Synonym	بلند_کردن	شق_کردن/v
ConceptuallyRelatedTo	بلند_کردن	بلند/a
ConceptuallyRelatedTo	خواهش_می‌کنم	خواهش/n
DerivedFrom	عدد_جبری	عدد/n
ConceptuallyRelatedTo	هیچ‌کس	کس/n
ConceptuallyRelatedTo	هیچ‌کس	کسی/n
ConceptuallyRelatedTo	لبنان	لبنانی/n
Synonym	سکر	مستی/n
DerivedFrom	فراموش_کردن	کردن/v
ConceptuallyRelatedTo	شاد	شادی/n
DerivedFrom	اسدآباد	آباد/n
ConceptuallyRelatedTo	دزد	دزدی/n
ConceptuallyRelatedTo	میانه	خاورمیانه
ConceptuallyRelatedTo	مجلس_شورای_اسلامی‌	مجلس/n
Synonym	ضرب_داخلی	ضرب_اسکالر/n
DerivedFrom	خداحافظی_کردن	کردن/v
DerivedFrom	زنا_کردن	زنا/n
ConceptuallyRelatedTo	انجیلی	انجیل/n
ConceptuallyRelatedTo	شورش	شورشی/n
ConceptuallyRelatedTo	گوشی	گوش/n
ConceptuallyRelatedTo	سبزی_خوار	سبزی/n
Synonym	دادگر	عادل/a
ConceptuallyRelatedTo	آشپزخانه	آشپز/n
ConceptuallyRelatedTo	آشپزخانه	سر_اشپز/n
ConceptuallyRelatedTo	فیلسوف	فلسفه/n
DerivedFrom	اجازه‌نامه	اجازه/n
DerivedFrom	همدردی	هم/r
Synonym	قاشق	چمچه/n
ConceptuallyRelatedTo	انقلابی	انقلاب/n
ConceptuallyRelatedTo	پنجه	پنج
ConceptuallyRelatedTo	طلاق_دادن	طلاق/n
DerivedFrom	جاسوسی_کردن	کردن/v
ConceptuallyRelatedTo	دامنه	دامن/n
Synonym	من	بنده/n
DerivedFrom	ولی_فقیه	ولی/n
ConceptuallyRelatedTo	شرمساری	شرم/n
DerivedFrom	ظفرآباد	آباد/n
ConceptuallyRelatedTo	راه	راه‌آهن/n
ConceptuallyRelatedTo	راه	راه_رفتن/v
ConceptuallyRelatedTo	حافظه	حافظ/n
ConceptuallyRelatedTo	دودلی	دودل/a
ConceptuallyRelatedTo	انتخابات	انتخاب/n
ConceptuallyRelatedTo	الکلی	الکل/n
DerivedFrom	literary_term	ادبی/a
DerivedFrom	وعده_کردن	وعده/n
DerivedFrom	اسلحه_گرم	اسلحه/n
DerivedFrom	پیچک	پیچ/n
ConceptuallyRelatedTo	شقایق_دریایی	شقایق/n
ConceptuallyRelatedTo	راهی	راه/n
ConceptuallyRelatedTo	خاور	خاورمیانه
ConceptuallyRelatedTo	مهمانی	مهمان/n
ConceptuallyRelatedTo	جانورشناسی	جانورشناس/n
ConceptuallyRelatedTo	جانورشناسی	جانور/n
ConceptuallyRelatedTo	بخاری_گاز	گاز/n
ConceptuallyRelatedTo	پادزهر	پادزهری/a
ConceptuallyRelatedTo	پادزهر	زهر/n
ConceptuallyRelatedTo	یشم	یشمی/a
DerivedFrom	زندگی_کردن	کردن/v
DerivedFrom	اتفاق_شدن	اتفاق/n
DerivedFrom	شاهنامه	شاه/n
DerivedFrom	شاهنامه	نامه/n
DerivedFrom	کون‌کش	کون/n
DerivedFrom	نیروگاه	گاه/n
ConceptuallyRelatedTo	یک	یکی/n
ConceptuallyRelatedTo	خر	خرگوش/n
ConceptuallyRelatedTo	تیر	تیز/r
ConceptuallyRelatedTo	حسابدار	حساب/n
ConceptuallyRelatedTo	حسابدار	دار/n
DerivedFrom	همدم	هم/r
ConceptuallyRelatedTo	تابستان	ستان
ConceptuallyRelatedTo	خواهش_کردن	خواهش/n
DerivedFrom	امضاء_کردن	کردن/v
ConceptuallyRelatedTo	ماچ	بوسه/n
ConceptuallyRelatedTo	بالغ_شدن	بالغ/n
ConceptuallyRelatedTo	پرست	وطن‌پرست/n
DerivedFrom	بمباران_کردن	کردن/v
ConceptuallyRelatedTo	بمباران_کردن	بمباران/n
Synonym	دانش	ویستا/n
ConceptuallyRelatedTo	دانش	دانشنامه/n
ConceptuallyRelatedTo	دانش	دانش‌آموز/n
ConceptuallyRelatedTo	دانش	داده‌ها/n
ConceptuallyRelatedTo	دبیرستان	ستان
DerivedFrom	عدد_حقیقی	عدد/n
ConceptuallyRelatedTo	دیوانه	دیوانگی/n
ConceptuallyRelatedTo	گل‌فروش	گل‌فروشی/n
ConceptuallyRelatedTo	ذهنی	ذهن/n
DerivedFrom	وصیت_نامه	نامه/n
DerivedFrom	چابک_زدن	چابک/n
ConceptuallyRelatedTo	بهارستان	ستان
Synonym	آذرکده	آتشکده/n
ConceptuallyRelatedTo	ده_هزار	ده/v
ConceptuallyRelatedTo	انرژی_هسته‌ای	انرژی/n
ConceptuallyRelatedTo	ارائه_کردن	ارائه/n
ConceptuallyRelatedTo	باران	بارانی/n
ConceptuallyRelatedTo	خشک_شدن	خشک/a
ConceptuallyRelatedTo	اسب_دریایی	اسب_آبی/n
Synonym	زردآلو	قیصی/n
ConceptuallyRelatedTo	برگی	برگ/n
ConceptuallyRelatedTo	بیمارستان	ستان
DerivedFrom	دراز_کشیدن	کشیدن/v
DerivedFrom	سرفه_کردن	کردن/v
ConceptuallyRelatedTo	نانوا	نانوائی/n
ConceptuallyRelatedTo	تنبلی_کردن	تنبلی/n
ConceptuallyRelatedTo	کشاورز	کشاورزی/n
ConceptuallyRelatedTo	باز_شدن	باز/a
ConceptuallyRelatedTo	جنوب	جنوبی/a
ConceptuallyRelatedTo	ترکستان	ستان
ConceptuallyRelatedTo	زمستانی	زمستان/n
DerivedFrom	تقدیر_نامه	نامه/n
ConceptuallyRelatedTo	اقتصاد	اقتصادی/a
ConceptuallyRelatedTo	ازبکستان	ستان
DerivedFrom	شجره_نامه	نامه/n
ConceptuallyRelatedTo	لاتی	لات/a
ConceptuallyRelatedTo	شن	شنی/a
ConceptuallyRelatedTo	سبز	سبزی/n
ConceptuallyRelatedTo	زمردی	زمرد/n
ConceptuallyRelatedTo	سخت	سخت‌افزار/n
ConceptuallyRelatedTo	نا_بالغ	بالغ/n
ConceptuallyRelatedTo	زیست	زیستن/v
ConceptuallyRelatedTo	عربی	عربستان_سعودی
ConceptuallyRelatedTo	عربی	عرب/a
ConceptuallyRelatedTo	فرض_كردن	فرض/n
ConceptuallyRelatedTo	مجله_هنر_آشپزي	آشپزی/n
ConceptuallyRelatedTo	زمین_خوردن	زمین/n
DerivedFrom	توت_سیاه	توت/n
ConceptuallyRelatedTo	چرم	چرمی/a
ConceptuallyRelatedTo	غلط_بودن	غلط/n
DerivedFrom	همشیره	هم/r
DerivedFrom	اسلحه‌خانه	اسلحه/n
ConceptuallyRelatedTo	گوهر_فروش	گوهر/n
ConceptuallyRelatedTo	شهردار	دار/n
ConceptuallyRelatedTo	چاق_کردن	چاق/a
DerivedFrom	داده‌های_خام	داده‌ها/n
ConceptuallyRelatedTo	داده‌های_خام	مدیریت_داده‌ها/n
DerivedFrom	هموطن	هم/r
ConceptuallyRelatedTo	هموطن	وطن/n
ConceptuallyRelatedTo	تشنه	تشنگی/n
DerivedFrom	وزن_کردن	وزن/n
Synonym	هم	نیز/r
ConceptuallyRelatedTo	هم	هموطن/n
ConceptuallyRelatedTo	که	توانا_بود_هر_که_دانا_بود
Synonym	روشنی	وضوح/n
ConceptuallyRelatedTo	کرم_ابریشم	کرم/n
ConceptuallyRelatedTo	بهشت	بهشتی/a
ConceptuallyRelatedTo	صبور	صبر/n
ConceptuallyRelatedTo	مهتابی	مهتاب/n
ConceptuallyRelatedTo	نظریه_اطلاعات	اطلاعات/n
ConceptuallyRelatedTo	یزدان	ایزد/n
ConceptuallyRelatedTo	دلدار	دار/n
ConceptuallyRelatedTo	دلدار	دل/n
DerivedFrom	بندری	بندر/n
ConceptuallyRelatedTo	طولی	طول/n
ConceptuallyRelatedTo	قد_کوتاه	قد/n
DerivedFrom	پیش‌بینی_کردن	پیش‌بینی/n
DerivedFrom	توت_معمولی	توت/n
ConceptuallyRelatedTo	زندانبان	زندان/n
ConceptuallyRelatedTo	زندانبان	زندانی/n
ConceptuallyRelatedTo	پشمالو	پشم/n
ConceptuallyRelatedTo	بوس	بوسه/n
ConceptuallyRelatedTo	یونانی	یونان
Synonym	بیت_المقدس	اورشلیم
ConceptuallyRelatedTo	گول_خوردن	گول/n
ConceptuallyRelatedTo	همدمی	همدم/n
ConceptuallyRelatedTo	پشم	پشمی/a
ConceptuallyRelatedTo	پشم	پشمالو/a
DerivedFrom	بو_کردن	کردن/v
ConceptuallyRelatedTo	بی‌گناه	بی
ConceptuallyRelatedTo	ابراهیمی	ابراهیم
Synonym	fingere	infingere/v
ConceptuallyRelatedTo	جبل‌الطارق	جبل/n
DerivedFrom	جناب_عالی	عالی/a
ConceptuallyRelatedTo	شاشیدن	شاش/n
ConceptuallyRelatedTo	بود	توانا_بود_هر_که_دانا_بود
ConceptuallyRelatedTo	گم_شدن	گم/a
ConceptuallyRelatedTo	خاکستری	خاکستر/n
ConceptuallyRelatedTo	خاکستری	خاک/n
ConceptuallyRelatedTo	دلواپس	دلواپسی/n
ConceptuallyRelatedTo	سوزنی	سوزن/n
ConceptuallyRelatedTo	سوزنی	طب_سوزنی/n
ConceptuallyRelatedTo	دمی	دم/n
ConceptuallyRelatedTo	نپالی	نپال
ConceptuallyRelatedTo	کردستان	کردی/n
ConceptuallyRelatedTo	کردستان	ستان
ConceptuallyRelatedTo	سه_طلاق	طلاق/n
ConceptuallyRelatedTo	اسکاتلندی	اسکاتلند
ConceptuallyRelatedTo	کارت_پستال	کارت/n
DerivedFrom	پرواز_کردن	کردن/v
ConceptuallyRelatedTo	پرواز_کردن	پرواز/n
ConceptuallyRelatedTo	کره_جنوبی	کره/n
ConceptuallyRelatedTo	میکرب‌شناس‌	میکرب/n
ConceptuallyRelatedTo	زمستان	زمستانی/a
ConceptuallyRelatedTo	زمستان	ستان
DerivedFrom	آخوندک	آخوند/n
ConceptuallyRelatedTo	سلطان	سلطانه/n
ConceptuallyRelatedTo	چرندی	چرند/n
ConceptuallyRelatedTo	عراقی	عراق
ConceptuallyRelatedTo	اساس	اساسی/n
ConceptuallyRelatedTo	پائیز	پائیزی/a
DerivedFrom	دربان	بان/n
ConceptuallyRelatedTo	زندان	زندانبان/n
ConceptuallyRelatedTo	زندان	زندانی/n
ConceptuallyRelatedTo	لالی	لال/a
ConceptuallyRelatedTo	زبان‌شناسی	زبان/n
ConceptuallyRelatedTo	گوجه_فرنگی	گوجه/n
DerivedFrom	مهتاب	مه/n
ConceptuallyRelatedTo	مهتاب	مهتابی/a
ConceptuallyRelatedTo	مهتاب	ماه/a
DerivedFrom	نفس_کشیدن	کشیدن/v
DerivedFrom	نفس_کشیدن	نفس/n
ConceptuallyRelatedTo	حالت	حال/n
ConceptuallyRelatedTo	گواهی‌نامه_رانندگی	گواهی‌نامه/n
Synonym	گورستان	قبرستان/n
ConceptuallyRelatedTo	گورستان	گور/n
ConceptuallyRelatedTo	گورستان	ستان
Synonym	زمین‌لرزه	زلزله/n
DerivedFrom	صبر_کردن	کردن/v
ConceptuallyRelatedTo	صبر_کردن	صبر/n
ConceptuallyRelatedTo	چاقوکش	چاقو/n
ConceptuallyRelatedTo	معمار	معماری/a
ConceptuallyRelatedTo	گل‌فروشی	گل‌فروش/n
ConceptuallyRelatedTo	آبشار	آب/n
ConceptuallyRelatedTo	بمباران	بمب/n
ConceptuallyRelatedTo	کاخ_سفید	کاخ/n
DerivedFrom	گوش_کردن	کردن/v
ConceptuallyRelatedTo	گوش_کردن	گوش/n
ConceptuallyRelatedTo	اجتماع	اجتماعی/a
ConceptuallyRelatedTo	سخت‌افزار	نرم‌افزار/n
DerivedFrom	بنگاه	بن/n
DerivedFrom	بنگاه	گاه/n
ConceptuallyRelatedTo	روانی	روان/n
ConceptuallyRelatedTo	ژاپن	ژاپنی/n
DerivedFrom	نمایندگی_کردن	کردن/v
DerivedFrom	تلفن_موبایل	تلفن/n
Synonym	تلفن_موبایل	تلفن_همراه/n
ConceptuallyRelatedTo	جهانی	جهان/n
ConceptuallyRelatedTo	پوست	پوسته/n
ConceptuallyRelatedTo	زنبور_عسل	عسل/n
ConceptuallyRelatedTo	کرم_شب_تاب	کرم/n
ConceptuallyRelatedTo	پول	پول_خرد/n
DerivedFrom	رد_کردن	کردن/v
ConceptuallyRelatedTo	میخک	میخ/n
DerivedFrom	تصمیم_داشتن	تصمیم/n
ConceptuallyRelatedTo	بوس_کردن	بوس/n
DerivedFrom	روزنامه	نامه/n
ConceptuallyRelatedTo	آریا	آریایی/a
ConceptuallyRelatedTo	حافظ	حافظه/n
ConceptuallyRelatedTo	شرق	شرقی/a
ConceptuallyRelatedTo	یهودی	یهودیت/n
ConceptuallyRelatedTo	ارمنستان	ستان
DerivedFrom	رانندگی_کردن	کردن/v
ConceptuallyRelatedTo	رانندگی_کردن	راندن/v
ConceptuallyRelatedTo	رانندگی_کردن	رانندگی/n
ConceptuallyRelatedTo	فرق	تفریق/n
DerivedFrom	خواب_رفتن	رفتن/v
ConceptuallyRelatedTo	زخمی	زخم/n
ConceptuallyRelatedTo	زشتی‌	زشت/a
DerivedFrom	غم_کشیدن	کشیدن/v
DerivedFrom	باور_کردن	باور/n
ConceptuallyRelatedTo	دانستن	دانا/n
DerivedFrom	معرفی_نامه	نامه/n
Synonym	ارتجاعی	الاستیک/a
ConceptuallyRelatedTo	کیهان	کیهان‌شناسی/n
ConceptuallyRelatedTo	کیهان	کیهانی/a
ConceptuallyRelatedTo	کیهان	کیهان‌شناس/n
ConceptuallyRelatedTo	قالیچه	گلیم/n
ConceptuallyRelatedTo	باز_هم	باز/a
ConceptuallyRelatedTo	آشپز	آشپزی/n
ConceptuallyRelatedTo	کوهستانی	کوه/n
DerivedFrom	دادگاه	گاه/n
ConceptuallyRelatedTo	دار_زدن	دار/n
ConceptuallyRelatedTo	شاهد_کردن	شهید/n
DerivedFrom	تفریح_کردن	کردن/v
ConceptuallyRelatedTo	بادامکی	بادامک/n
ConceptuallyRelatedTo	فیزیکی	فیزیک/n
DerivedFrom	تلفن_کردن	کردن/v
DerivedFrom	تلفن_کردن	تلفن/n
ConceptuallyRelatedTo	قزاقستان	ستان
ConceptuallyRelatedTo	گوشواره	گوش/n
ConceptuallyRelatedTo	اهریمن	اهریمنی/a
DerivedFrom	روشن_کردن	کردن/v
DerivedFrom	روشن_کردن	روشن/a
ConceptuallyRelatedTo	دیپلماسی	دیپلمات/n
ConceptuallyRelatedTo	زبان‌شناس	زبان‌شناسی/n
ConceptuallyRelatedTo	بهاری	بهار/n
ConceptuallyRelatedTo	زشت	زشتی‌/n
ConceptuallyRelatedTo	کلک_چال	چال/n
ConceptuallyRelatedTo	دودمانی	دودمان/n
ConceptuallyRelatedTo	آفتابی	آفتاب/n
ConceptuallyRelatedTo	ساختمان	ساختن/v
Synonym	اورشلیم_مقدس	اورشلیم
Synonym	اورشلیم_مقدس	بیت_المقدس/n
ConceptuallyRelatedTo	اتم	اتمی/a
Synonym	روز	یوم/n
ConceptuallyRelatedTo	روز	روزی/n
ConceptuallyRelatedTo	روز	روزنامه/n
ConceptuallyRelatedTo	روس	روسی/n
ConceptuallyRelatedTo	بامدادی	بامداد/n
ConceptuallyRelatedTo	قطری	قطر/n
ConceptuallyRelatedTo	پر_غلط	غلط/n
ConceptuallyRelatedTo	بلند_شدن	بلند/a
